chrom	chrom_num	start	end	cumulative_chr	cumulative_start	cumulative_end	cyto	cyto_full
chr14	14	89800000	91900000	chrAll	2289736179	2291836179	chr14_q32	chr14_q32.11
chr14	14	91900000	94700000	chrAll	2291836179	2294636179	chr14_q32	chr14_q32.12
chr14	14	94700000	96300000	chrAll	2294636179	2296236179	chr14_q32	chr14_q32.13
chr14	14	96300000	101400000	chrAll	2296236179	2301336179	chr14_q32	chr14_q32.2
chr14	14	101400000	103200000	chrAll	2301336179	2303136179	chr14_q32	chr14_q32.31
chr14	14	103200000	104000000	chrAll	2303136179	2303936179	chr14_q32	chr14_q32.32
chr14	14	104000000	107349540	chrAll	2303936179	2307285719	chr14_q32	chr14_q32.33
chr15	15	0	3900000	chrAll	2307285719	2311185719	chr15_p13	chr15_p13
chr15	15	3900000	8700000	chrAll	2311185719	2315985719	chr15_p12	chr15_p12
chr15	15	8700000	15800000	chrAll	2315985719	2323085719	chr15_p11	chr15_p11.2
chr15	15	15800000	19000000	chrAll	2323085719	2326285719	chr15_p11	chr15_p11.1
chr15	15	19000000	20700000	chrAll	2326285719	2327985719	chr15_q11	chr15_q11.1
chr15	15	20700000	25700000	chrAll	2327985719	2332985719	chr15_q11	chr15_q11.2
chr15	15	25700000	28100000	chrAll	2332985719	2335385719	chr15_q12	chr15_q12
chr15	15	28100000	30300000	chrAll	2335385719	2337585719	chr15_q13	chr15_q13.1
chr15	15	30300000	31200000	chrAll	2337585719	2338485719	chr15_q13	chr15_q13.2
chr15	15	31200000	33600000	chrAll	2338485719	2340885719	chr15_q13	chr15_q13.3
chr15	15	33600000	40100000	chrAll	2340885719	2347385719	chr15_q14	chr15_q14
chr15	15	40100000	42800000	chrAll	2347385719	2350085719	chr15_q15	chr15_q15.1
chr15	15	42800000	43600000	chrAll	2350085719	2350885719	chr15_q15	chr15_q15.2
chr15	15	43600000	44800000	chrAll	2350885719	2352085719	chr15_q15	chr15_q15.3
chr15	15	44800000	49500000	chrAll	2352085719	2356785719	chr15_q21	chr15_q21.1
chr15	15	49500000	52900000	chrAll	2356785719	2360185719	chr15_q21	chr15_q21.2
chr15	15	52900000	59100000	chrAll	2360185719	2366385719	chr15_q21	chr15_q21.3
chr15	15	59100000	59300000	chrAll	2366385719	2366585719	chr15_q22	chr15_q22.1
chr15	15	59300000	63700000	chrAll	2366585719	2370985719	chr15_q22	chr15_q22.2
chr15	15	63700000	67200000	chrAll	2370985719	2374485719	chr15_q22	chr15_q22.31
chr15	15	67200000	67300000	chrAll	2374485719	2374585719	chr15_q22	chr15_q22.32
chr15	15	67300000	67500000	chrAll	2374585719	2374785719	chr15_q22	chr15_q22.33
chr15	15	67500000	72700000	chrAll	2374785719	2379985719	chr15_q23	chr15_q23
chr15	15	72700000	75200000	chrAll	2379985719	2382485719	chr15_q24	chr15_q24.1
chr15	15	75200000	76600000	chrAll	2382485719	2383885719	chr15_q24	chr15_q24.2
chr15	15	76600000	78300000	chrAll	2383885719	2385585719	chr15_q24	chr15_q24.3
chr15	15	78300000	81700000	chrAll	2385585719	2388985719	chr15_q25	chr15_q25.1
chr15	15	81700000	85200000	chrAll	2388985719	2392485719	chr15_q25	chr15_q25.2
chr15	15	85200000	89100000	chrAll	2392485719	2396385719	chr15_q25	chr15_q25.3
chr15	15	89100000	94300000	chrAll	2396385719	2401585719	chr15_q26	chr15_q26.1
chr15	15	94300000	98500000	chrAll	2401585719	2405785719	chr15_q26	chr15_q26.2
chr15	15	98500000	102531392	chrAll	2405785719	2409817111	chr15_q26	chr15_q26.3
chr16	16	0	7900000	chrAll	2409817111	2417717111	chr16_p13	chr16_p13.3
chr16	16	7900000	10500000	chrAll	2417717111	2420317111	chr16_p13	chr16_p13.2
chr16	16	10500000	12600000	chrAll	2420317111	2422417111	chr16_p13	chr16_p13.13
chr16	16	12600000	14800000	chrAll	2422417111	2424617111	chr16_p13	chr16_p13.12
chr16	16	14800000	16800000	chrAll	2424617111	2426617111	chr16_p13	chr16_p13.11
chr16	16	16800000	21200000	chrAll	2426617111	2431017111	chr16_p12	chr16_p12.3
chr16	16	21200000	24200000	chrAll	2431017111	2434017111	chr16_p12	chr16_p12.2
chr16	16	24200000	28100000	chrAll	2434017111	2437917111	chr16_p12	chr16_p12.1
chr16	16	28100000	34600000	chrAll	2437917111	2444417111	chr16_p11	chr16_p11.2
chr16	16	34600000	36600000	chrAll	2444417111	2446417111	chr16_p11	chr16_p11.1
chr16	16	36600000	38600000	chrAll	2446417111	2448417111	chr16_q11	chr16_q11.1
chr16	16	38600000	47000000	chrAll	2448417111	2456817111	chr16_q11	chr16_q11.2
chr16	16	47000000	52600000	chrAll	2456817111	2462417111	chr16_q12	chr16_q12.1
chr16	16	52600000	56700000	chrAll	2462417111	2466517111	chr16_q12	chr16_q12.2
chr16	16	56700000	57400000	chrAll	2466517111	2467217111	chr16_q13	chr16_q13
chr16	16	57400000	66700000	chrAll	2467217111	2476517111	chr16_q21	chr16_q21
chr16	16	66700000	70800000	chrAll	2476517111	2480617111	chr16_q22	chr16_q22.1
chr16	16	70800000	72900000	chrAll	2480617111	2482717111	chr16_q22	chr16_q22.2
chr16	16	72900000	74100000	chrAll	2482717111	2483917111	chr16_q22	chr16_q22.3
chr16	16	74100000	79200000	chrAll	2483917111	2489017111	chr16_q23	chr16_q23.1
chr16	16	79200000	81700000	chrAll	2489017111	2491517111	chr16_q23	chr16_q23.2
chr16	16	81700000	84200000	chrAll	2491517111	2494017111	chr16_q23	chr16_q23.3
chr16	16	84200000	87100000	chrAll	2494017111	2496917111	chr16_q24	chr16_q24.1
chr16	16	87100000	88700000	chrAll	2496917111	2498517111	chr16_q24	chr16_q24.2
chr16	16	88700000	90354753	chrAll	2498517111	2500171864	chr16_q24	chr16_q24.3
chr17	17	0	3300000	chrAll	2500171864	2503471864	chr17_p13	chr17_p13.3
chr17	17	3300000	6500000	chrAll	2503471864	2506671864	chr17_p13	chr17_p13.2
chr17	17	6500000	10700000	chrAll	2506671864	2510871864	chr17_p13	chr17_p13.1
chr17	17	10700000	16000000	chrAll	2510871864	2516171864	chr17_p12	chr17_p12
chr17	17	16000000	22200000	chrAll	2516171864	2522371864	chr17_p11	chr17_p11.2
chr17	17	22200000	24000000	chrAll	2522371864	2524171864	chr17_p11	chr17_p11.1
chr17	17	24000000	25800000	chrAll	2524171864	2525971864	chr17_q11	chr17_q11.1
chr17	17	25800000	31800000	chrAll	2525971864	2531971864	chr17_q11	chr17_q11.2
chr17	17	31800000	38100000	chrAll	2531971864	2538271864	chr17_q12	chr17_q12
chr17	17	38100000	38400000	chrAll	2538271864	2538571864	chr17_q21	chr17_q21.1
chr17	17	38400000	40900000	chrAll	2538571864	2541071864	chr17_q21	chr17_q21.2
chr17	17	40900000	44900000	chrAll	2541071864	2545071864	chr17_q21	chr17_q21.31
chr17	17	44900000	47400000	chrAll	2545071864	2547571864	chr17_q21	chr17_q21.32
chr17	17	47400000	50200000	chrAll	2547571864	2550371864	chr17_q21	chr17_q21.33
chr17	17	50200000	57600000	chrAll	2550371864	2557771864	chr17_q22	chr17_q22
chr17	17	57600000	58300000	chrAll	2557771864	2558471864	chr17_q23	chr17_q23.1
chr17	17	58300000	61100000	chrAll	2558471864	2561271864	chr17_q23	chr17_q23.2
chr17	17	61100000	62600000	chrAll	2561271864	2562771864	chr17_q23	chr17_q23.3
chr17	17	62600000	64200000	chrAll	2562771864	2564371864	chr17_q24	chr17_q24.1
chr17	17	64200000	67100000	chrAll	2564371864	2567271864	chr17_q24	chr17_q24.2
chr17	17	67100000	70900000	chrAll	2567271864	2571071864	chr17_q24	chr17_q24.3
chr17	17	70900000	74800000	chrAll	2571071864	2574971864	chr17_q25	chr17_q25.1
chr17	17	74800000	75300000	chrAll	2574971864	2575471864	chr17_q25	chr17_q25.2
chr17	17	75300000	81195210	chrAll	2575471864	2581367074	chr17_q25	chr17_q25.3
chr18	18	0	2900000	chrAll	2581367074	2584267074	chr18_p11	chr18_p11.32
chr18	18	2900000	7100000	chrAll	2584267074	2588467074	chr18_p11	chr18_p11.31
chr18	18	7100000	8500000	chrAll	2588467074	2589867074	chr18_p11	chr18_p11.23
chr18	18	8500000	10900000	chrAll	2589867074	2592267074	chr18_p11	chr18_p11.22
chr18	18	10900000	15400000	chrAll	2592267074	2596767074	chr18_p11	chr18_p11.21
chr18	18	15400000	17200000	chrAll	2596767074	2598567074	chr18_p11	chr18_p11.1
chr18	18	17200000	19000000	chrAll	2598567074	2600367074	chr18_q11	chr18_q11.1
chr18	18	19000000	25000000	chrAll	2600367074	2606367074	chr18_q11	chr18_q11.2
chr18	18	25000000	32700000	chrAll	2606367074	2614067074	chr18_q12	chr18_q12.1
chr18	18	32700000	37200000	chrAll	2614067074	2618567074	chr18_q12	chr18_q12.2
chr18	18	37200000	43500000	chrAll	2618567074	2624867074	chr18_q12	chr18_q12.3
chr18	18	43500000	48200000	chrAll	2624867074	2629567074	chr18_q21	chr18_q21.1
chr18	18	48200000	53800000	chrAll	2629567074	2635167074	chr18_q21	chr18_q21.2
chr18	18	53800000	56200000	chrAll	2635167074	2637567074	chr18_q21	chr18_q21.31
chr18	18	56200000	59000000	chrAll	2637567074	2640367074	chr18_q21	chr18_q21.32
chr18	18	59000000	61600000	chrAll	2640367074	2642967074	chr18_q21	chr18_q21.33
chr18	18	61600000	66800000	chrAll	2642967074	2648167074	chr18_q22	chr18_q22.1
chr18	18	66800000	68700000	chrAll	2648167074	2650067074	chr18_q22	chr18_q22.2
chr18	18	68700000	73100000	chrAll	2650067074	2654467074	chr18_q22	chr18_q22.3
chr18	18	73100000	78077248	chrAll	2654467074	2659444322	chr18_q23	chr18_q23
chr19	19	0	6900000	chrAll	2659444322	2666344322	chr19_p13	chr19_p13.3
chr19	19	6900000	13900000	chrAll	2666344322	2673344322	chr19_p13	chr19_p13.2
chr19	19	13900000	14000000	chrAll	2673344322	2673444322	chr19_p13	chr19_p13.13
chr19	19	14000000	16300000	chrAll	2673444322	2675744322	chr19_p13	chr19_p13.12
chr19	19	16300000	20000000	chrAll	2675744322	2679444322	chr19_p13	chr19_p13.11
chr19	19	20000000	24400000	chrAll	2679444322	2683844322	chr19_p12	chr19_p12
chr19	19	24400000	26500000	chrAll	2683844322	2685944322	chr19_p11	chr19_p11
chr19	19	26500000	28600000	chrAll	2685944322	2688044322	chr19_q11	chr19_q11
chr19	19	28600000	32400000	chrAll	2688044322	2691844322	chr19_q12	chr19_q12
chr19	19	32400000	35500000	chrAll	2691844322	2694944322	chr19_q13	chr19_q13.11
chr19	19	35500000	38300000	chrAll	2694944322	2697744322	chr19_q13	chr19_q13.12
chr19	19	38300000	38700000	chrAll	2697744322	2698144322	chr19_q13	chr19_q13.13
chr19	19	38700000	43400000	chrAll	2698144322	2702844322	chr19_q13	chr19_q13.2
chr19	19	43400000	45200000	chrAll	2702844322	2704644322	chr19_q13	chr19_q13.31
chr19	19	45200000	48000000	chrAll	2704644322	2707444322	chr19_q13	chr19_q13.32
chr19	19	48000000	51400000	chrAll	2707444322	2710844322	chr19_q13	chr19_q13.33
chr19	19	51400000	53600000	chrAll	2710844322	2713044322	chr19_q13	chr19_q13.41
chr19	19	53600000	56300000	chrAll	2713044322	2715744322	chr19_q13	chr19_q13.42
chr19	19	56300000	59128983	chrAll	2715744322	2718573305	chr19_q13	chr19_q13.43
chr20	20	0	5100000	chrAll	2718573305	2723673305	chr20_p13	chr20_p13
chr20	20	5100000	9200000	chrAll	2723673305	2727773305	chr20_p12	chr20_p12.3
chr20	20	9200000	12100000	chrAll	2727773305	2730673305	chr20_p12	chr20_p12.2
chr20	20	12100000	17900000	chrAll	2730673305	2736473305	chr20_p12	chr20_p12.1
chr20	20	17900000	21300000	chrAll	2736473305	2739873305	chr20_p11	chr20_p11.23
chr20	20	21300000	22300000	chrAll	2739873305	2740873305	chr20_p11	chr20_p11.22
chr20	20	22300000	25600000	chrAll	2740873305	2744173305	chr20_p11	chr20_p11.21
chr20	20	25600000	27500000	chrAll	2744173305	2746073305	chr20_p11	chr20_p11.1
chr20	20	27500000	29400000	chrAll	2746073305	2747973305	chr20_q11	chr20_q11.1
chr20	20	29400000	32100000	chrAll	2747973305	2750673305	chr20_q11	chr20_q11.21
chr20	20	32100000	34400000	chrAll	2750673305	2752973305	chr20_q11	chr20_q11.22
chr20	20	34400000	37600000	chrAll	2752973305	2756173305	chr20_q11	chr20_q11.23
chr20	20	37600000	41700000	chrAll	2756173305	2760273305	chr20_q12	chr20_q12
chr20	20	41700000	42100000	chrAll	2760273305	2760673305	chr20_q13	chr20_q13.11
chr20	20	42100000	46400000	chrAll	2760673305	2764973305	chr20_q13	chr20_q13.12
chr20	20	46400000	49800000	chrAll	2764973305	2768373305	chr20_q13	chr20_q13.13
chr20	20	49800000	55000000	chrAll	2768373305	2773573305	chr20_q13	chr20_q13.2
chr20	20	55000000	56500000	chrAll	2773573305	2775073305	chr20_q13	chr20_q13.31
chr20	20	56500000	58400000	chrAll	2775073305	2776973305	chr20_q13	chr20_q13.32
chr20	20	58400000	63025520	chrAll	2776973305	2781598825	chr20_q13	chr20_q13.33
chr21	21	0	2800000	chrAll	2781598825	2784398825	chr21_p13	chr21_p13
chr21	21	2800000	6800000	chrAll	2784398825	2788398825	chr21_p12	chr21_p12
chr21	21	6800000	10900000	chrAll	2788398825	2792498825	chr21_p11	chr21_p11.2
chr21	21	10900000	13200000	chrAll	2792498825	2794798825	chr21_p11	chr21_p11.1
chr21	21	13200000	14300000	chrAll	2794798825	2795898825	chr21_q11	chr21_q11.1
chr21	21	14300000	16400000	chrAll	2795898825	2797998825	chr21_q11	chr21_q11.2
chr21	21	16400000	24000000	chrAll	2797998825	2805598825	chr21_q21	chr21_q21.1
chr21	21	24000000	26800000	chrAll	2805598825	2808398825	chr21_q21	chr21_q21.2
chr21	21	26800000	31500000	chrAll	2808398825	2813098825	chr21_q21	chr21_q21.3
chr21	21	31500000	35800000	chrAll	2813098825	2817398825	chr21_q22	chr21_q22.11
chr21	21	35800000	37800000	chrAll	2817398825	2819398825	chr21_q22	chr21_q22.12
chr21	21	37800000	39700000	chrAll	2819398825	2821298825	chr21_q22	chr21_q22.13
chr21	21	39700000	42600000	chrAll	2821298825	2824198825	chr21_q22	chr21_q22.2
chr21	21	42600000	48129895	chrAll	2824198825	2829728720	chr21_q22	chr21_q22.3
chr22	22	0	3800000	chrAll	2829728720	2833528720	chr22_p13	chr22_p13
chr22	22	3800000	8300000	chrAll	2833528720	2838028720	chr22_p12	chr22_p12
chr22	22	8300000	12200000	chrAll	2838028720	2841928720	chr22_p11	chr22_p11.2
chr22	22	12200000	14700000	chrAll	2841928720	2844428720	chr22_p11	chr22_p11.1
chr22	22	14700000	17900000	chrAll	2844428720	2847628720	chr22_q11	chr22_q11.1
chr22	22	17900000	22200000	chrAll	2847628720	2851928720	chr22_q11	chr22_q11.21
chr22	22	22200000	23500000	chrAll	2851928720	2853228720	chr22_q11	chr22_q11.22
chr22	22	23500000	25900000	chrAll	2853228720	2855628720	chr22_q11	chr22_q11.23
chr22	22	25900000	29600000	chrAll	2855628720	2859328720	chr22_q12	chr22_q12.1
chr22	22	29600000	32200000	chrAll	2859328720	2861928720	chr22_q12	chr22_q12.2
chr22	22	32200000	37600000	chrAll	2861928720	2867328720	chr22_q12	chr22_q12.3
chr22	22	37600000	41000000	chrAll	2867328720	2870728720	chr22_q13	chr22_q13.1
chr22	22	41000000	44200000	chrAll	2870728720	2873928720	chr22_q13	chr22_q13.2
chr22	22	44200000	48400000	chrAll	2873928720	2878128720	chr22_q13	chr22_q13.31
chr22	22	48400000	49400000	chrAll	2878128720	2879128720	chr22_q13	chr22_q13.32
chr22	22	49400000	51304566	chrAll	2879128720	2881033286	chr22_q13	chr22_q13.33
